"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тест обновления упражнения с пустым обязательным полем.","14","Attempt update exercise with empty estimated_time field","LMS service","Fri Aug 08 22:29:15 GMT 2025","passed","Fri Aug 08 22:29:15 GMT 2025","Validate entity","Exercises","",""
"Тест создания упражнения с слишком длинным строковым полем.","17","Attempt create exercise with to long value in title field","LMS service","Fri Aug 08 22:29:14 GMT 2025","passed","Fri Aug 08 22:29:15 GMT 2025","Validate entity","Exercises","",""
"
        Тест проверяет, что при удалении файла,
        он удаляется из хранилища и не может быть получен по его идентификатору.

        Args:
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.
            function_file (FileFixture): Объект с данными загруженного файла.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","18","Delete file","LMS service","Fri Aug 08 22:29:23 GMT 2025","passed","Fri Aug 08 22:29:23 GMT 2025","Delete entity","Files","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","257","Attempt to create course with empty description field","LMS service","Fri Aug 08 22:29:02 GMT 2025","passed","Fri Aug 08 22:29:02 GMT 2025","Validate entity","Courses","",""
"Тест создания упражнения с некоррктным course_id.","20","Create exercise with invalid course_id","LMS service","Fri Aug 08 22:29:09 GMT 2025","passed","Fri Aug 08 22:29:09 GMT 2025","Validate entity","Exercises","",""
"
        Тест обновления курса с слишком длинным названием.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            function_course (CourseFixture): Фикстура с данными курса.
        ","18","Update course with too long title","LMS service","Fri Aug 08 22:29:09 GMT 2025","passed","Fri Aug 08 22:29:09 GMT 2025","Validate entity","Courses","",""
"Тест обновления упражнения с пустым обязательным полем.","15","Attempt update exercise with empty title field","LMS service","Fri Aug 08 22:29:17 GMT 2025","passed","Fri Aug 08 22:29:17 GMT 2025","Validate entity","Exercises","",""
"Тест для проверки получения списка упражнений.","18","Get exercises","LMS service","Fri Aug 08 22:29:07 GMT 2025","passed","Fri Aug 08 22:29:07 GMT 2025","Get entities","Exercises","",""
"
        Тест создания упражнения с пустым обязательным полем.
        ","16","Attempt create exercise with empty title field","LMS service","Fri Aug 08 22:29:10 GMT 2025","passed","Fri Aug 08 22:29:10 GMT 2025","Validate entity","Exercises","",""
"Тест создания пользователя.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","526","Create user","LMS service","Fri Aug 08 22:29:23 GMT 2025","passed","Fri Aug 08 22:29:24 GMT 2025","Create entity","Users","",""
