"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Тест создания пользователя с пустым обязательным полем.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.
            field_name (str): Имя поля, которое будет содержать пустое значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","14","Создание пользователя с пустым обязательным полем first_name","LMS service","Tue Aug 12 11:17:54 GMT 2025","passed","Tue Aug 12 11:17:54 GMT 2025","Validate entity","Users","",""
"
        Тест получения информации о пользователе с некорректным id.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","21","Получение информации о пользователе по некорректному id","LMS service","Tue Aug 12 11:17:53 GMT 2025","passed","Tue Aug 12 11:17:53 GMT 2025","Validate entity","Users","",""
"
        Тест обновления пользователя со значением, превышающим максимальную длину поля.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.
            function_user (UserFixture): Объект с данными созданного пользователя.
            field_name (str): Имя поля, которое будет содержать слишком длинное значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","16","Обновление пользователя с first_name превышающим максимальную длину поля","LMS service","Tue Aug 12 11:17:59 GMT 2025","passed","Tue Aug 12 11:17:59 GMT 2025","Validate entity","Users","",""
"
        Тест создания пользователя со значением, превышающим максимальную длину поля.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.
            field_name (str): Имя поля, которое будет содержать слишком длинное значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","12","Создание пользователя с last_name превышающим максимальную длину поля","LMS service","Tue Aug 12 11:17:58 GMT 2025","passed","Tue Aug 12 11:17:58 GMT 2025","Validate entity","Users","",""
"
        Тест создания упражнения с слишком длинным строковым полем.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            field_name (str): Имя поля, которое будет содержать слишком длинное значение в запросе.
            function_course (CourseFixture): Фикстура с данными курса.
        ","17","Создание упражнения с слишком длинным значением в estimated_time поле","LMS service","Tue Aug 12 11:17:39 GMT 2025","passed","Tue Aug 12 11:17:39 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","17","Попытка создать курс с пустым preview_file_id полем","LMS service","Tue Aug 12 11:17:21 GMT 2025","passed","Tue Aug 12 11:17:21 GMT 2025","Validate entity","Courses","",""
"
        Тест удаления пользователя.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            AssertError: Если данные ответа не соответствуют ожидаемым.
        ","815","Удаление пользователя","LMS service","Tue Aug 12 11:17:55 GMT 2025","passed","Tue Aug 12 11:17:55 GMT 2025","Delete entity","Users","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","265","Попытка создать курс с пустым description полем","LMS service","Tue Aug 12 11:17:19 GMT 2025","passed","Tue Aug 12 11:17:19 GMT 2025","Validate entity","Courses","",""
"
        Тест проверки аутентификации пользователя.

        Args:
            function_user (UserFixture): Пользователь для аутентификации.
            authentication_client (AuthenticationClient): Клиент для работы с аутентификацией.

        Raises:
            AssertionError: Если статус ответа не 200 OK или данные ответа не соответствуют ожиданиям.
            ValidationError: Если данные ответа не соответствуют схеме LoginResponseSchema.
        ","538","Аутентификация пользователя","LMS service","Tue Aug 12 11:17:19 GMT 2025","passed","Tue Aug 12 11:17:19 GMT 2025","Login","Authentication","",""
"
        Тест обновления упражнения с некорректными значениями min_score и max_score.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            min_score (int): Минимальное значение для min_score.
            max_score (int): Максимальное значение для max_score.
            function_course (CourseFixture): Фикстура с данными курса.
        ","15","Обновление упражнения с некорректными значениями min_score=100 - max_score=10","LMS service","Tue Aug 12 11:17:44 GMT 2025","passed","Tue Aug 12 11:17:44 GMT 2025","Validate entity","Exercises","",""
"
        Тест получения упражнения с некорректным id.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
        ","264","Получение упражнения с некорректным exercise_id","LMS service","Tue Aug 12 11:17:46 GMT 2025","passed","Tue Aug 12 11:17:46 GMT 2025","Validate entity","Exercises","",""
"
        Тест удаления пользователя с некорректным id.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","263","Удаление пользователя по некорректному user_id","LMS service","Tue Aug 12 11:17:56 GMT 2025","passed","Tue Aug 12 11:17:57 GMT 2025","Validate entity","Users","",""
"
        Тест обновления упражнения с слишком длинным строковым полем.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            field_name (str): Имя поля, которое будет содержать слишком длинное значение в запросе.
            function_course (CourseFixture): Фикстура с данными курса.
        ","17","Обновление упражнения со слишком длинным значением в поле title","LMS service","Tue Aug 12 11:17:44 GMT 2025","passed","Tue Aug 12 11:17:44 GMT 2025","Validate entity","Exercises","",""
"
        Тест обновления упражнения с некорректными значениями min_score и max_score.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            min_score (int): Минимальное значение для min_score.
            max_score (int): Максимальное значение для max_score.
            function_course (CourseFixture): Фикстура с данными курса.
        ","282","Обновление упражнения с некорректными значениями min_score=-10 - max_score=0","LMS service","Tue Aug 12 11:17:45 GMT 2025","skipped","Tue Aug 12 11:17:45 GMT 2025","Validate entity","Exercises","",""
"
        Тест получения информации о пользователе по url users/{user_id}.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.
            function_user (UserFixture): Объект с данными созданного пользователя.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","262","Получение информации о пользователе по id","LMS service","Tue Aug 12 11:17:53 GMT 2025","passed","Tue Aug 12 11:17:53 GMT 2025","Get entity","Users","",""
"
        Тест проверяет, что при загрузке файла на сервер,
        в ответе сервера возвращается информация о файле.

        Args:
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","274","Загрузка файла","LMS service","Tue Aug 12 11:17:49 GMT 2025","passed","Tue Aug 12 11:17:49 GMT 2025","Create entity","Files","",""
"
        Тест обновления пользователя со значением, превышающим максимальную длину поля.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.
            function_user (UserFixture): Объект с данными созданного пользователя.
            field_name (str): Имя поля, которое будет содержать слишком длинное значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","262","Обновление пользователя с last_name превышающим максимальную длину поля","LMS service","Tue Aug 12 11:18:00 GMT 2025","passed","Tue Aug 12 11:18:00 GMT 2025","Validate entity","Users","",""
"
        Тест получения курса.

        Args:
            function_course (CourseFixture): Фикстура с данными курса.
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","25","Получение курса по id","LMS service","Tue Aug 12 11:17:25 GMT 2025","passed","Tue Aug 12 11:17:25 GMT 2025","Get entity","Courses","",""
"
        Тест удаления упражнения.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            function_exercise (ExerciseFixture): Фикстура с данными упражнения.
        ","32","Удаление упражнения","LMS service","Tue Aug 12 11:17:37 GMT 2025","passed","Tue Aug 12 11:17:37 GMT 2025","Delete entity","Exercises","",""
"
        Тест создания курса с некорректным идентификатором.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет содержать
            некорректное значение в запросе.
        ","254","Попытка создать курс с некорректным created_by_user_id полем","LMS service","Tue Aug 12 11:17:24 GMT 2025","passed","Tue Aug 12 11:17:24 GMT 2025","Validate entity","Courses","",""
"
        Тест обновления упражнения с пустым обязательным полем.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            field_name (str): Имя поля, которое будет пустым в запросе.
            function_course (CourseFixture): Фикстура с данными курса.
        ","16","Обновление упражнения с пустым обязательным полем description","LMS service","Tue Aug 12 11:17:42 GMT 2025","passed","Tue Aug 12 11:17:42 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания упражнения с пустым обязательным полем.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            field_name (str): Имя поля, которое будет пустым в запросе.
            function_course (CourseFixture): Фикстура с данными курса.
        ","16","Попытка создать упражнение с пустым обязательным полем estimated_time","LMS service","Tue Aug 12 11:17:37 GMT 2025","passed","Tue Aug 12 11:17:37 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания упражнения.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            function_course (CourseFixture): Фикстура с данными курса.

        ","19","Создание упражнения","LMS service","Tue Aug 12 11:17:33 GMT 2025","passed","Tue Aug 12 11:17:33 GMT 2025","Create entity","Exercises","",""
"
        Тест обновления пользователя со значением, превышающим максимальную длину поля.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.
            function_user (UserFixture): Объект с данными созданного пользователя.
            field_name (str): Имя поля, которое будет содержать слишком длинное значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","261","Обновление пользователя с email превышающим максимальную длину поля","LMS service","Tue Aug 12 11:17:59 GMT 2025","passed","Tue Aug 12 11:17:59 GMT 2025","Validate entity","Users","",""
"","800","Обновление токена","LMS service","Tue Aug 12 11:17:20 GMT 2025","passed","Tue Aug 12 11:17:21 GMT 2025","Login","Authentication","",""
"
        Тест создания упражнения с пустым обязательным полем.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            field_name (str): Имя поля, которое будет пустым в запросе.
            function_course (CourseFixture): Фикстура с данными курса.
        ","18","Попытка создать упражнение с пустым обязательным полем description","LMS service","Tue Aug 12 11:17:34 GMT 2025","passed","Tue Aug 12 11:17:34 GMT 2025","Validate entity","Exercises","",""
"
        Тест обновления информации об упражнении.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            function_exercise (ExerciseFixture): Фикстура с данными упражнения.
        ","22","Обновление упражнения","LMS service","Tue Aug 12 11:17:35 GMT 2025","passed","Tue Aug 12 11:17:35 GMT 2025","Update entity","Exercises","",""
"
        Тест создания упражнения с слишком длинным строковым полем.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            field_name (str): Имя поля, которое будет содержать слишком длинное значение в запросе.
            function_course (CourseFixture): Фикстура с данными курса.
        ","15","Создание упражнения с слишком длинным значением в title поле","LMS service","Tue Aug 12 11:17:38 GMT 2025","passed","Tue Aug 12 11:17:38 GMT 2025","Validate entity","Exercises","",""
"
        Тест проверяет, что при отправке запроса с пустым полем в request,
        в ответе сервера возвращается ошибка валидации.

        Args:
            field_name (str): Имя поля, которое будет пустым в запросе.
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","259","Загрузка файла с пустым полем filename в запросе","LMS service","Tue Aug 12 11:17:46 GMT 2025","passed","Tue Aug 12 11:17:46 GMT 2025","Validate entity","Files","",""
"Тест создания пользователя.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","534","Создание пользователя","LMS service","Tue Aug 12 11:17:49 GMT 2025","passed","Tue Aug 12 11:17:50 GMT 2025","Create entity","Users","",""
"
        Тест получения информации о пользователе по url users/me.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.
            function_user (UserFixture): Объект с данными созданного пользователя.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","13","Получение информации о текущем пользователе","LMS service","Tue Aug 12 11:17:51 GMT 2025","passed","Tue Aug 12 11:17:51 GMT 2025","Get entity","Users","",""
"
        Тест создания пользователя со значением, превышающим максимальную длину поля.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.
            field_name (str): Имя поля, которое будет содержать слишком длинное значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","14","Создание пользователя с email превышающим максимальную длину поля","LMS service","Tue Aug 12 11:17:58 GMT 2025","passed","Tue Aug 12 11:17:58 GMT 2025","Validate entity","Users","",""
"
        Тест создания упражнения с некорректными значениями min_score и max_score.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            min_score (int): Минимальное значение для min_score.
            max_score (int): Максимальное значение для max_score.
            function_course (CourseFixture): Фикстура с данными курса.
        ","16","Создание упражнения с некорректными значениями min_score=100 - max_score=10","LMS service","Tue Aug 12 11:17:41 GMT 2025","passed","Tue Aug 12 11:17:41 GMT 2025","Validate entity","Exercises","",""
"
        Тест получения информации об упражнении.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            function_exercise (ExerciseFixture): Фикстура с данными упражнения.
        ","31","Получение упражнения","LMS service","Tue Aug 12 11:17:34 GMT 2025","passed","Tue Aug 12 11:17:34 GMT 2025","Get entity","Exercises","",""
"","265","Получение курсов по несуществующему user_id","LMS service","Tue Aug 12 11:17:29 GMT 2025","passed","Tue Aug 12 11:17:30 GMT 2025","Validate entity","Courses","",""
"
        Тест обновления пользователя с пустым обязательным полем.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.
            function_user (UserFixture): Объект с данными созданного пользователя.
            field_name (str): Имя поля, которое будет содержать пустое значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","262","Обновление пользователя с пустым обязательным полем last_name","LMS service","Tue Aug 12 11:17:58 GMT 2025","passed","Tue Aug 12 11:17:58 GMT 2025","Validate entity","Users","",""
"","14","Аутентификация с некорректным email","LMS service","Tue Aug 12 11:17:21 GMT 2025","passed","Tue Aug 12 11:17:21 GMT 2025","Validate entity","Authentication","",""
"
        Тест проверяет, что при запросе несуществующего файла,
        в ответе сервера возвращается ошибка.

        Args:
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","269","Получение файла по некорректному file_id","LMS service","Tue Aug 12 11:17:50 GMT 2025","passed","Tue Aug 12 11:17:50 GMT 2025","Validate entity","Files","",""
"","21","Удаление курса по некорректному идентификатору","LMS service","Tue Aug 12 11:17:30 GMT 2025","passed","Tue Aug 12 11:17:30 GMT 2025","Validate entity","Courses","",""
